albany,ky,2020
albany,ca,20143
albany,la,1112
albany,mo,1699
albany,ok,143
albany,wy,24
albany,mn,2698
albany,ny,597270
albany,il,879
albany,wi,1002
albany,or,60795
albany,in,2169
albee,sd,15
albemarle,nc,16900
albers,il,1157
albert,ks,169
albert city,ia,678
albert lea,mn,17558
alberta,mn,96
alberta,va,279
alberton,mt,429
albertson,ny,5294
albertville,al,37220
albertville,mn,7403
albia,ia,3569
albin,wy,204
albion,ok,102
albion,ny,7963
albion,ia,484
albion,mi,8865
albion,wa,608
albion,il,1918
albion,pa,4441
albion,ne,1613
albion,id,272
albion,ca,253
albion,in,2327
albright,wv,282
albrightsville,pa,55
albuquerque,nm,758523
alburnett,ia,699
alburtis,pa,2622
alcalde,nm,186
alcan border,ak,65
alcester,sd,737
alcoa,tn,10228
alcolu,sc,516
alcorn state university,ms,804
alcova,wy,0
alda,ne,660
aldan,pa,4156
alden,ia,756
alden,mn,641
alden,ny,2582
alden,mi,95
alden,ks,145
alder,wa,133
alder,mt,88
alderpoint,ca,113
alderson,ok,290
alderson,wv,2567
alderton,wa,3303
alderwood manor,wa,8817
aldine,tx,15077
aldora,ga,105
aldrich,mn,46
aldrich,mo,80
aledo,il,3490
aledo,tx,7563
aleknagik,ak,221
aleneva,ak,33
alex,ok,548
alexander,ar,3057
alexander,ks,60
alexander,ny,495
alexander,ia,164
alexander,nd,308
alexander city,al,9222
alexandria,ky,9438
alexandria,oh,534
alexandria,tn,995
alexandria,sd,635
alexandria,mn,20851
alexandria,in,5015
alexandria,la,82131
alexandria,pa,335
alexandria,va,160035
alexandria,al,4202
alexandria,mo,149
alexandria,ne,170
alexandria bay,ny,1057
alexis,il,794
alfarata,pa,127
alford,fl,475
alfordsville,in,105
alfred,ny,4183
alfred,tx,0
alger,wa,235
alger,oh,836
algodones,nm,847
algoma,wi,2988
algoma,ms,624
algona,ia,5251
algona,wa,3185
algonac,mi,4044
algonquin,il,31017
algonquin,md,1365
algood,tn,4376
alhambra,ca,85396
alhambra,il,661
alhambra valley,ca,679
ali chuk,az,120
ali chukson,az,107
ali molina,az,63
alianza,pr,2478
alice,nd,39
alice,tx,20803
alice acres,tx,188
aliceville,al,2335
alicia,ar,117
aline,ok,220
aliquippa,pa,9006
aliso viejo,ca,51671
allakaket,ak,165
allardt,tn,614
allegan,mi,6380
allegany,ny,1714
alleghany,ca,130
alleghenyville,pa,1052
alleman,ia,458
allen,ne,359
allen,tx,100685
allen,md,347
allen,ok,930
allen,ky,177
allen,sd,470
allen,ks,174
allen,mi,186
allen park,mi,27156
allendale,sc,2875
allendale,nj,6906
allendale,mo,51
allendale,ca,1403
allendale,mi,20080
allendale,il,460
allenhurst,nj,489
allenhurst,ga,738
allenport,pa,523
allenspark,co,503
allensville,pa,509
allensville,ky,104
allensworth,ca,513
allenton,wi,982
allentown,pa,682899
allentown,fl,1064
allentown,ga,158
allentown,nj,1811
allenville,mo,116
allenville,il,141
allenwood,nj,1075
allenwood,pa,346
allerton,il,277
allerton,ia,507
allgood,al,624
alliance,oh,31758
alliance,ne,8158
alliance,nc,756
alligator,ms,191
allison,pa,630
allison,ia,995
allison park,pa,22041
allisonia,va,118
allouez,wi,13886
allport,pa,414
allport,ar,116
allyn,wa,2650
alma,wi,715
alma,il,309
alma,ks,783
alma,ga,3425
alma,ne,1169
alma,tx,378
alma,ar,5738
alma,mo,386
alma,co,298
alma,mi,16224
alma center,wi,492
almanor,ca,0
almedia,pa,1055
almena,wi,651
almena,ks,386
almira,wa,276
almond,wi,432
almond,ny,442
almont,nd,122
almont,mi,2848
almyra,ar,271
aloha,or,55205
alondra park,ca,7441
alorton,il,1938
alpaugh,ca,1080
alpena,sd,283
alpena,ar,398
alpena,mi,13597
alpha,nj,2297
alpha,mn,120
alpha,mi,135
alpha,il,646
alpharetta,ga,65799
alpine,wy,866
alpine,ut,10371
alpine,tx,6175
alpine,co,244
alpine,nj,1890
alpine,ca,14795
alpine,az,86
alpine,or,128
alpine northeast,wy,0
alpine northwest,wy,107
alpine village,ca,179
alsace manor,pa,426
alsea,or,291
alsen,nd,32
alsey,il,212
alsip,il,19079
alston,ga,156
alta,ia,1936
alta,ut,385
alta,ca,476
alta,wy,478
alta sierra,ca,6960
alta vista,ks,422
alta vista,ia,253
altadena,ca,45236
altamahaw,nc,332
altamont,il,2280
altamont,pa,639
altamont,or,18975
altamont,ny,1708
altamont,ut,248
altamont,sd,33
altamont,tn,1027
altamont,ks,1025
altamont,mo,203
altamonte springs,fl,44277
altavista,va,4624
altenburg,mo,341
altha,fl,526
altheimer,ar,846
altmar,ny,381
alto,tx,1230
alto,ga,1177
alto,ca,751
alto bonito heights,tx,193
alto pass,il,376
alton,in,54
alton,mo,839
alton,ks,96
alton,ia,1257
alton,il,80462
alton,ut,119
alton,tx,17278
altona,il,506
altona,co,385
altona,in,197
altoona,fl,87
altoona,wi,7680
altoona,ia,18699
altoona,ks,380
altoona,pa,76096
altoona,al,917
altoona,wa,61
altura,mn,480
alturas,ca,2615
alturas,fl,4090
altus,ok,18931
altus,ar,738
alum creek,wv,1767
alum rock,ca,12128
alva,fl,2684
alva,ok,5799
alvan,il,259
alvarado,mn,360
alvarado,tx,4502
alvin,tx,26474
alvo,ne,135
alvord,ia,203
alvord,tx,1462
alvordton,oh,198
alzada,mt,29
ama,la,1361
amada acres,tx,0
amado,az,104
amador city,ca,190
amagansett,ny,817
amagon,ar,93
amalga,ut,525
amana,ia,390
amanda,oh,747
amanda park,wa,119
amargosa,tx,75
amarillo,tx,206072
amasa,mi,253
amaya,tx,39
amazonia,mo,315
amber,ok,451
amberg,wi,211
amberley,oh,3778
ambia,in,219
ambler,ak,263
ambler,pa,6521
amboy,wa,2027
amboy,il,2344
amboy,in,373
amboy,mn,511
ambridge,pa,6724
ambrose,nd,27
ambrose,ga,384
amelia,la,1876
amelia,oh,4970
amelia court house,va,906
amenia,nd,97
american canyon,ca,20247
american falls,id,4310
american fork,ut,29527
americus,in,394
americus,ga,17266
americus,ks,890
amery,wi,2754
ames,tx,1115
ames,ny,139
ames,ne,64
ames,ok,243
ames,ia,68156
ames lake,wa,1526
amesbury town,ma,17457
amesti,ca,2851
amesville,oh,157
amherst,oh,12088
amherst,wi,1039
amherst,tx,682
amherst,ne,253
amherst,co,221
amherst,va,2199
amherst center,ma,20084
amherst junction,wi,378
amherstdale,wv,503
amidon,nd,22
amistad,tx,13
amite city,la,6609
amity,mo,52
amity,or,1688
amity,ar,683
amity gardens,pa,3208
amityville,ny,9524
ammon,id,15540
amo,in,422
amoret,mo,182
amorita,ok,40
amory,ms,6245
amsterdam,mo,231
amsterdam,mt,170
amsterdam,ny,21334
amsterdam,oh,480
anacoco,la,829
anaconda,mt,6043
anacortes,wa,17955
anacua,tx,0
anadarko,ok,5806
anaheim,ca,352497
anahola,hi,1986
anahuac,tx,2376
anaktuvuk pass,ak,341
anamoose,nd,247
anamosa,ia,5355
anasco,pr,5645
anawalt,wv,189
anchor,il,141
anchor bay,ca,347
anchor point,ak,2057
anchorage,ak,253421
anchorage,ky,2435
ancient oaks,pa,7769
andale,ks,997
andalusia,al,6486
andalusia,il,1177
anderson,ak,337
anderson,ca,10370
anderson,al,276
anderson,ia,36
anderson,sd,430
anderson,nj,230
anderson,mo,1977
anderson,in,86481
anderson,tx,232
anderson,sc,77426
anderson island,wa,1292
andersonville,tn,343
andersonville,ga,233
andersonville,oh,847
andover,sd,84
andover,nj,567
andover,mn,32902
andover,ks,13111
andover,ia,100
andover,il,573
andover,ny,994
andover,oh,1103
andrew,ia,412
andrews,in,1133
andrews,tx,14999
andrews,sc,3923
andrews,fl,603
andrews,nc,1819
andrews afb,md,2962
anegam,az,86
aneta,nd,205
aneth,ut,490
angel fire,nm,1089
angelica,wi,99
angelica,ny,832
angels,ca,3723
angie,la,249
angier,nc,5091
angle inlet,mn,17
angleton,tx,19544
angola,ny,2119
angola,in,11252
angola on the lake,ny,1788
angoon,ak,452
anguilla,ms,654
angus,tx,417
angwin,ca,3463
aniak,ak,540
animas,pr,1296
animas,nm,172
anita,ia,926
aniwa,wi,250
ankeny,ia,62416
anmoore,wv,749
ann arbor,mi,326288
anna,il,5729
anna,oh,1539
anna,tx,16613
anna maria,fl,1725
annabella,ut,804
annada,mo,29
annandale,nj,1482
annandale,va,44504
annandale,mn,3405
annapolis,il,29
annapolis,md,39321
annapolis,mo,343
annapolis neck,md,10841
annawan,il,855
annetta,tx,3090
annetta north,tx,546
annetta south,tx,550
annex,or,264
anniston,mo,215
anniston,al,75169
annona,tx,295
annville,pa,4881
annville,ky,921
anoka,mn,17522
anoka,ne,6
anon raices,pr,122
anselmo,ne,140
ansley,ne,427
anson,tx,2310
ansonia,ct,18813
ansonia,oh,1128
ansonville,nc,583
ansted,wv,1353
antares,az,147
antelope,or,49
antelope,ca,47728
antelope,sd,953
antelope,mt,93
antelope hills,wy,0
anthem,az,22980
anthon,ia,560
anthony,tx,5665
anthony,nm,9339
anthony,ks,2132
anthonyville,ar,147
anthoston,ky,187
antietam,md,99
antigo,wi,7708
antimony,ut,122
antioch,il,14235
antioch,oh,81
antioch,ca,302885
antler,nd,28
antlers,ok,2318
antoine,ar,112
anton,tx,1100
anton chico,nm,81
anton ruiz,pr,2874
antonito,co,755
antreville,sc,48
antwerp,ny,663
antwerp,oh,1684
anvik,ak,83
anza,ca,3284
anzac village,nm,112
apache,ok,1416
apache creek,nm,167
apache junction,az,40538
apalachicola,fl,3798
apalachin,ny,1255
apex,nc,50451
apison,tn,2997
aplington,ia,1074
apollo,pa,1549
apollo beach,fl,17929
apopka,fl,51564
appalachia,va,1590
apple canyon lake,il,413
apple creek,oh,1187
apple grove,wv,35
apple mountain lake,va,1301
apple river,il,350
apple valley,oh,5520
apple valley,ca,73077
apple valley,ut,773
apple valley,mn,52435
appleby,tx,473
applegate,mi,231
appleton,wi,222222
appleton,mn,1342
appleton city,mo,1072
applewold,pa,291
applewood,co,8173
appling,ga,771
appomattox,va,1778
aptos,ca,5775
aptos hills-larkin valley,ca,2291
aquadale,nc,221
aquasco,md,837
aquebogue,ny,1635
aquia harbour,va,6694
aquilla,tx,110
aquilla,oh,339
arab,al,8244
arabi,la,4319
arabi,ga,567
aragon,nm,22
aragon,ga,1252
aransas pass,tx,8265
arapaho,ok,803
arapahoe,ne,992
arapahoe,nc,531
arapahoe,wy,1586
arbela,mo,42
arboles,co,299
arbon valley,id,587
arbovale,wv,137
arbuckle,ca,3548
arbutus,md,21167
arbyrd,mo,477
arcade,ga,1893
arcade,ny,2891
arcadia,ok,272
arcadia,wi,3120
arcadia,sc,4228
arcadia,in,1666
arcadia,mo,575
arcadia,fl,18376
arcadia,oh,594
arcadia,la,2771
arcadia,ca,58799
arcadia,ia,487
arcadia,ne,307
arcadia,ks,309
arcadia,mi,266
arcadia lakes,sc,868
arcadia university,pa,654
arcanum,oh,2036
arcata,ca,33806
archbald,pa,6954
archbold,oh,4714
archdale,nc,11518
archer,ne,24
archer,fl,1209
archer,ia,122
archer city,tx,1754
archer lodge,nc,15180
archie,mo,1206
arco,id,880
arco,mn,70
arcola,va,649
arcola,il,2840
arcola,mo,53
arcola,tx,2323
arcola,ms,339
arctic village,ak,167
arden,de,448
arden hills,mn,10362
arden on the severn,md,2301
arden-arcade,ca,98616
ardencroft,de,238
ardentown,de,269
ardmore,al,1398
ardmore,tn,1234
ardmore,pa,13193
ardmore,ok,21315
ardoch,nd,77
ardsley,ny,4589
arecibo,pr,41556
aredale,ia,70
arena,wi,827
arenas valley,nm,1786
arendtsville,pa,961
arenzville,il,377
argenta,il,898
argentine,mi,2626
argo,al,4268
argonia,ks,483
argonne,wi,185
argos,in,1637
argusville,nd,474
argyle,mo,159
argyle,ny,294
argyle,wi,822
argyle,ga,211
argyle,tx,4100
argyle,mn,642
arial,sc,2248
arimo,id,363
arion,ia,108
aripeka,fl,111
arispe,ia,96
aristes,pa,340
aristocrat ranchettes,co,1150
ariton,al,739
arivaca,az,627
arivaca junction,az,1187
arizona city,az,11030
arizona village,az,1129
arjay,ky,559
arkadelphia,ar,10428
arkansas city,ar,325
arkansas city,ks,12449
arkansaw,wi,200
arkdale,wi,112
arkoe,mo,63
arkoma,ok,1906
arkport,ny,805
arlee,mt,634
arley,al,346
arlington,ga,1387
arlington,va,229534
arlington,oh,1450
arlington,in,434
arlington,ia,402
arlington,sd,862
arlington,ne,1281
arlington,or,583
arlington,ks,453
arlington,ky,304
arlington,mn,2153
arlington,il,184
arlington,az,97
arlington,tx,396394
arlington,tn,11681
arlington,wy,8
arlington,wa,19212
arlington,ny,3765
arlington,wi,814
arlington heights,pa,5238
arlington heights,oh,740
arlington heights,il,75634
arlington heights,wa,2826
arma,ks,1439
armada,mi,1733
armagh,pa,115
armington,il,325
armona,ca,3730
armonk,ny,4537
armour,sd,669
armstrong,ok,113
armstrong,mo,281
armstrong,ia,863
arnaudville,la,1065
arnegard,nd,152
arnett,ok,497
arnold,mo,21113
arnold,md,23041
arnold,ca,2798
arnold,ne,576
arnold,pa,4903
arnold city,pa,486
arnold line,ms,2481
arnolds park,ia,1287
arnoldsville,ga,357
arnot,pa,404
aroma park,il,701
aromas,ca,2650
arona,pa,353
arp,tx,1004
arpelar,ok,284
arpin,wi,313
arrey,nm,83
arriba,co,201
arrington,va,779
arrow point,mo,86
arrow rock,mo,56
arrowhead springs,wy,97
arrowsmith,il,283
arroyo,pr,5940
arroyo colorado estates,tx,486
arroyo gardens,tx,275
arroyo grande,ca,54620
arroyo hondo,nm,310
arroyo seco,nm,1302
artas,sd,8
artemus,ky,512
artesia,nm,13464
artesia,ca,16904
artesia,ms,427
artesian,sd,143
arthur,ia,195
arthur,ne,116
arthur,nd,334
arthur,il,2253
artois,ca,376
artondale,wa,12937
arvada,wy,38
arvada,co,118807
arvin,ca,21566
asbury,mo,210
asbury,ia,5586
asbury,nj,244
asbury lake,fl,8736
asbury park,nj,15767
ascutney,vt,479
ash flat,ar,1089
ash fork,az,824
ash grove,mo,1451
asharoken,ny,651
ashaway,ri,1118
ashburn,ga,3982
ashburn,va,49895
ashburn,mo,19
ashby,mn,439
ashdown,ar,3887
asheboro,nc,39076
asher,ok,412
asherton,tx,1077
asherville,ks,0
asheville,nc,309250
ashford,al,2144
ashford,wa,162
ashippun,wi,1030
ashkum,il,715
ashland,oh,20318
ashland,mt,1048
ashland,il,1219
ashland,ms,534
ashland,nj,8208
ashland,al,1932
ashland,ks,779
ashland,ca,24477
ashland,ky,20669
ashland,la,264
ashland,wi,6944
ashland,or,21117
ashland,va,7796
ashland,mo,3736
ashland,pa,7487
ashland,ok,62
ashland,ne,2756
ashland city,tn,3454
ashland heights,sd,751
ashley,pa,2719
ashley,il,496
ashley,in,975
ashley,nd,689
ashley,oh,1537
ashley,mi,546
ashley,mo,29
ashley heights,nc,461
ashmore,il,759
ashtabula,oh,27840
ashton,ia,427
ashton,ne,189
ashton,sd,125
ashton,il,907
ashton,id,1063
ashton-sandy spring,md,6004
ashville,oh,6297
ashville,al,2291
ashville,pa,212
ashwaubenon,wi,17271
askewville,nc,224
askov,mn,354
asotin,wa,1295
aspen,co,8521
aspen hill,md,52386
aspen park,co,754
aspen springs,ca,58
aspermont,tx,855
aspers,pa,376
aspinwall,pa,2732
aspinwall,ia,39
assaria,ks,408
assumption,il,1093
astatula,fl,2016
astor,fl,1504
astoria,sd,134
astoria,or,14688
astoria,il,1070
atalissa,ia,308
atascadero,ca,30418
atascocita,tx,75114
atchison,ks,10775
aten,ne,57
atglen,pa,1406
athalia,oh,361
athelstan,ia,10
athena,or,1137
athens,wi,1088
athens,ga,140169
athens,il,1911
athens,ny,1603
athens,tn,16170
athens,oh,29926
athens,la,228
athens,mi,1000
athens,wv,921
athens,tx,12163
athens,al,29192
athens,pa,3213
atherton,ca,7238
athol,id,757
athol,ks,40
atka,ak,85
atkins,ar,3038
atkins,va,959
atkins,ia,1870
atkinson,nc,345
atkinson,il,953
atkinson,ne,1251
atkinson mills,pa,180
atlanta,in,748
atlanta,mo,375
atlanta,ne,131
atlanta,ga,5228750
atlanta,ks,183
atlanta,tx,5541
atlanta,il,1629
atlanta,mi,779
atlanta,la,151
atlantic,va,1019
atlantic,pa,38
atlantic,ia,6085
atlantic,nc,408
atlantic beach,nc,1494
atlantic beach,fl,13608
atlantic beach,sc,409
atlantic beach,ny,1922
atlantic city,wy,0
atlantic city,nj,241363
atlantic highlands,nj,4311
atlantis,fl,2133
atlas,pa,1025
atlasburg,pa,388
atmautluak,ak,242
atmore,al,6368
atoka,tn,20717
atoka,nm,948
atoka,ok,3091
atomic city,id,26
atqasuk,ak,244
attalla,al,5827
attapulgus,ga,431
attica,ny,6541
attica,ks,570
attica,in,5036
attica,oh,864
attica,mi,566
attleboro,ma,44590
attu station,ak,16
atwater,ca,29397
atwater,oh,1051
atwater,mn,1117
atwood,co,191
atwood,tn,920
atwood,pa,103
atwood,il,1182
atwood,ks,1194
atwood,ok,68
au gres,mi,841
au sable,mi,1320
au sable forks,ny,435
auberry,ca,2582
aubrey,ar,145
aubrey,tx,5407
auburn,in,22457
auburn,ca,34818
auburn,il,4376
auburn,al,89577
auburn,nd,15
auburn,pa,707
auburn,wa,80776
auburn,ne,3315
auburn,ks,1222
auburn,ky,1373
auburn,wy,222
auburn,ga,7622
auburn,me,23033
auburn,wv,90
auburn,ia,309
auburn,mi,2111
auburn,ny,31126
auburn hills,mi,23296
auburn lake trails,ca,3632
auburndale,wi,671
auburndale,fl,15973
auburntown,tn,258
aucilla,fl,147
audubon,mn,530
audubon,nj,8733
audubon,pa,9010
audubon,ia,1937
audubon park,ky,1501
audubon park,nj,1012
august,ca,7942
augusta,ks,9466
augusta,ar,1986
augusta,mo,256
augusta,mt,364
augusta,ky,1147
augusta,ga,389383
augusta,me,21994
augusta,wi,1514
augusta,il,553
augusta,mi,903
augusta springs,va,211
aulander,nc,802
aullville,mo,97
ault,co,1757
aumsville,or,4232
aurelia,ia,969
aurora,ne,4475
aurora,or,1020
aurora,oh,15982
aurora,ut,1043
aurora,ny,722
aurora,tx,1434
aurora,co,366623
aurora,sd,691
aurora,ia,164
aurora,in,3703
aurora,mn,1646
aurora,nc,512
aurora,il,200965
aurora,wv,205
aurora,ks,57
aurora,mo,8335
aurora center,sd,65
austell,ga,7215
austin,in,4120
austin,pa,539
austin,mn,25321
austin,ar,3282
austin,nv,147
austin,tx,1638716
austinburg,oh,595
austintown,oh,28438
austwell,tx,146
autaugaville,al,855
autryville,nc,200
auxier,ky,850
auxvasse,mo,980
ava,mo,2763
ava,il,625
avalon,pa,4586
avalon,ga,211
avalon,nj,1267
avalon,ca,3687
avalon,fl,504
avant,ok,304
avella,pa,893
avenal,ca,12425
avenel,nj,18846
aventura,fl,38202
avenue b and c,az,3444
avera,ga,226
averill park,ny,1368
avery,tx,450
avery,ca,575
avery creek,nc,2320
avila beach,ca,1080
avilla,ar,1098
avilla,mo,125
avilla,in,2425
avinger,tx,429
avis,pa,1498
aviston,il,2098
avoca,mn,138
avoca,ar,516
avoca,ny,905
avoca,in,893
avoca,wi,628
avoca,ne,246
avoca,pa,2630
avoca,ia,1518
avocado heights,ca,16213
avon,pa,1622
avon,il,738
avon,ny,4764
avon,oh,23054
avon,nc,848
avon,ut,199
avon,in,17568
avon,al,514
avon,sd,596
avon,co,6541
avon,mt,155
avon,mn,1550
avon lake,oh,24184
avon park,fl,10408
avon-by-the-sea,nj,1794
avondale,mo,453
avondale,az,217192
avondale,pa,1402
avondale,la,5226
avondale,co,795
avondale estates,ga,3173
avonia,pa,1089
avonmore,pa,960
avra valley,az,5227
awendaw,sc,1423
axis,al,1336
axtell,ne,743
axtell,ks,402
ayden,nc,5143
aynor,sc,853
ayr,ne,112
ayr,nd,17
ayrshire,ia,136
azalea park,fl,14701
azle,tx,12495
aztec,nm,8210
aztec,az,0
azure,mt,309
azusa,ca,49864
b and e,tx,801
babb,mt,119
babbie,al,599
babbitt,mn,1505
babcock,wi,78
babson park,fl,1399
babylon,ny,12145
backus,mn,250
bacliff,tx,10925
baconton,ga,848
bad axe,mi,3296
baden,pa,3953
baden,md,1766
badger,mn,360
badger,ia,543
badger,ak,19039
badger,sd,100
badger lee,ok,82
badin,nc,1960
bagdad,az,1737
bagdad,fl,3979
baggs,wy,428
bagley,wi,374
bagley,mn,1414
bagley,ia,289
bagnell,mo,96
bagtown,md,276
baidland,pa,1503
bailey,tx,295
bailey,nc,563
bailey lakes,oh,367
bailey's crossroads,va,24521
bailey's prairie,tx,776
baileys harbor,wi,209
baileyton,tn,440
baileyton,al,622
baileyville,ks,281
baileyville,pa,113
bainbridge,in,749
bainbridge,oh,848
bainbridge,ga,11558
bainbridge,ny,1311
bainbridge,pa,1652
bainbridge island,wa,24522
bainville,mt,311
baird,tx,1504
bairdford,pa,1039
bairdstown,oh,133
bairoa la veinticinco,pr,240
bairoil,wy,100
baiting hollow,ny,1637
bajadero,pr,3372
bajandas,pr,747
baker,mo,0
baker,la,13537
baker,nv,52
baker,mt,1935
baker,mn,57
baker,ca,626
baker city,or,9473
bakerhill,al,255
bakersfield,mo,231
bakersfield,ca,574362
bakerstown,pa,2508
bakersville,nc,445
bakersville,md,56
bal harbour,fl,3059
balaton,mn,628
balch springs,tx,25357
balcones heights,tx,3277
bald head island,nc,176
bald knob,ar,2502
baldwin,ny,25214
baldwin,il,349
baldwin,wi,5894
baldwin,pa,19610
baldwin,ia,103
baldwin,ga,3323
baldwin,la,2291
baldwin,fl,1466
baldwin,mi,1192
baldwin city,ks,4555
baldwin harbor,ny,7335
baldwin park,ca,76402
baldwin park,mo,94
baldwinsville,ny,7885
baldwinville,ma,2008
baldwyn,ms,3304
balfour,nc,1490
balfour,nd,28
ball,la,4015
ball club,mn,246
ball ground,ga,2041
ballantine,mt,231
ballard,ca,449
ballard,ut,1040
ballenger creek,md,19394
ballico,ca,383
ballinger,tx,3596
ballou,ok,204
ballplay,al,1707
ballston spa,ny,5340
balltown,ia,67
ballville,oh,2771
ballwin,mo,30181
bally,pa,1249
balm,fl,2664
balmorhea,tx,550
balmville,ny,2955
balsam lake,wi,981
balta,nd,60
baltic,oh,785
baltic,ct,1148
baltic,sd,1171
baltimore,oh,3530
baltimore,md,2170504
baltimore highlands,md,7565
bamberg,sc,3176
bancroft,sd,19
bancroft,ne,480
bancroft,ia,705
bancroft,ky,514
bancroft,mi,500
bancroft,id,381
bancroft,wv,600
bancroft,wi,492
bandana,ky,291
bandera,tx,898
bandon,or,3166
baneberry,tn,519
bangor,pa,5227
bangor,mi,1838
bangor,ca,524
bangor,wi,1471
bangor,me,59107
bangor base,wa,6358
bangs,tx,1567
banks,or,2002
banks,ar,115
banks,id,0
banks,al,168
banks lake south,wa,270
banks springs,la,1431
bankston,ia,27
banner,il,185
banner elk,nc,1129
banner hill,tn,1375
banning,ca,31230
bannock,oh,261
bannockburn,il,1579
banquete,tx,486
bantam,ct,731
bantry,nd,16
bar nunn,wy,2781
baraboo,wi,13891
barada,ne,23
baraga,mi,1980
barahona,pr,1981
barataria,la,1090
barberton,oh,26120
barberton,wa,6719
barbourmeade,ky,1258
barboursville,wv,4217
barbourville,ky,6178
barceloneta,pr,3920
barclay,md,167
barclay,nj,4400
bardmoor,fl,9494
bardolph,il,239
bardonia,ny,3695
bardstown,ky,21044
bardwell,ky,686
bardwell,tx,689
bargersville,in,7457
baring,wa,173
baring,mo,126
bark ranch,co,187
barker,ny,513
barker heights,nc,1609
barker ten mile,nc,936
barkeyville,pa,194
barling,ar,4935
barlow,or,145
barlow,ky,653
barnard,ks,65
barnard,mo,206
